appointment_id,date,scheduled_time,carrier_id,carrier_name,dock_door,destination_zone,shipment_size,pallet_count,expected_duration_mins,po_number,priority
APT-000936,2026-03-18,2026-03-18 15:00,CAR-011,Keystone Transit,5,C,medium,15,42,PO-876805,standard
APT-000937,2026-03-18,2026-03-18 16:15,CAR-001,Apex Freight,9,B,large,37,58,PO-106600,hot
APT-000938,2026-03-18,2026-03-18 19:45,CAR-030,Drift Logistics,8,C,small,9,30,PO-140147,hot
APT-000939,2026-03-18,2026-03-18 20:00,CAR-015,Omega Transport,9,B,medium,15,62,PO-360106,standard
APT-000940,2026-03-18,2026-03-18 09:45,CAR-030,Drift Logistics,8,D,large,49,64,PO-775904,standard
APT-000941,2026-03-18,2026-03-18 20:45,CAR-004,Delta Haulers,7,D,medium,16,62,PO-936741,standard
APT-000942,2026-03-18,2026-03-18 14:15,CAR-005,Eastern Express,3,B,medium,23,56,PO-394230,expedited
APT-000943,2026-03-19,2026-03-19 14:00,CAR-020,Titan Transport,1,A,large,31,92,PO-528050,standard
APT-000944,2026-03-19,2026-03-19 06:45,CAR-018,Ridgeline Shipping,7,C,large,34,62,PO-709881,standard
APT-000945,2026-03-19,2026-03-19 08:00,CAR-008,Horizon Logistics,7,D,small,8,24,PO-742665,expedited
APT-000946,2026-03-19,2026-03-19 12:00,CAR-015,Omega Transport,3,C,medium,23,44,PO-368990,standard
APT-000947,2026-03-19,2026-03-19 09:45,CAR-020,Titan Transport,9,D,small,6,21,PO-274106,standard
APT-000948,2026-03-19,2026-03-19 08:30,CAR-016,Pacific Haul,1,B,large,35,94,PO-137971,standard
APT-000949,2026-03-19,2026-03-19 12:00,CAR-018,Ridgeline Shipping,3,A,large,28,80,PO-733973,hot
APT-000950,2026-03-19,2026-03-19 11:30,CAR-003,Coastal Transit Co,2,D,medium,15,61,PO-956932,standard
APT-000951,2026-03-19,2026-03-19 11:15,CAR-013,Meridian Movers,4,D,large,45,58,PO-566125,standard
APT-000952,2026-03-19,2026-03-19 15:30,CAR-017,Quantum Freight,10,C,small,5,39,PO-833793,expedited
APT-000953,2026-03-19,2026-03-19 08:15,CAR-030,Drift Logistics,10,B,small,3,39,PO-351207,standard
APT-000954,2026-03-19,2026-03-19 20:15,CAR-017,Quantum Freight,9,D,medium,12,55,PO-431835,standard
APT-000955,2026-03-19,2026-03-19 12:15,CAR-026,Zenith Transit,1,A,large,37,68,PO-870474,standard
APT-000956,2026-03-19,2026-03-19 10:45,CAR-007,Global Supply Inc,9,A,medium,22,44,PO-206996,expedited
APT-000957,2026-03-19,2026-03-19 11:30,CAR-029,Crest Transport,7,A,large,33,74,PO-784849,expedited
APT-000958,2026-03-19,2026-03-19 07:15,CAR-006,Freightliner Prime,6,B,large,45,79,PO-943558,hot
APT-000959,2026-03-19,2026-03-19 09:45,CAR-015,Omega Transport,4,B,large,35,56,PO-527310,standard
APT-000960,2026-03-19,2026-03-19 12:00,CAR-026,Zenith Transit,4,D,medium,17,40,PO-260388,standard
APT-000961,2026-03-19,2026-03-19 08:00,CAR-021,UnionLine Co,7,A,small,1,37,PO-438529,expedited
APT-000962,2026-03-19,2026-03-19 11:15,CAR-024,Xenith Shipping,8,A,large,50,86,PO-112621,standard
APT-000963,2026-03-19,2026-03-19 11:45,CAR-014,Northstar Logistics,10,C,small,1,26,PO-931511,expedited
APT-000964,2026-03-19,2026-03-19 13:00,CAR-002,Blue Ridge Logistics,4,D,large,28,58,PO-130848,expedited
APT-000965,2026-03-20,2026-03-20 14:00,CAR-023,Western Freight,1,C,large,37,62,PO-259682,standard
APT-000966,2026-03-20,2026-03-20 15:30,CAR-001,Apex Freight,2,C,medium,24,54,PO-161049,standard
APT-000967,2026-03-20,2026-03-20 08:30,CAR-013,Meridian Movers,3,B,small,4,40,PO-693953,expedited
APT-000968,2026-03-20,2026-03-20 06:45,CAR-001,Apex Freight,3,B,medium,24,65,PO-350638,standard
APT-000969,2026-03-20,2026-03-20 14:15,CAR-021,UnionLine Co,4,B,small,9,22,PO-876077,standard
APT-000970,2026-03-20,2026-03-20 16:15,CAR-023,Western Freight,9,C,medium,19,47,PO-420428,standard
APT-000971,2026-03-20,2026-03-20 11:30,CAR-004,Delta Haulers,1,D,medium,20,51,PO-784712,standard
APT-000972,2026-03-20,2026-03-20 19:15,CAR-029,Crest Transport,2,A,large,49,65,PO-363038,expedited
APT-000973,2026-03-20,2026-03-20 12:15,CAR-022,Vanguard Carriers,7,A,small,7,21,PO-762440,expedited
APT-000974,2026-03-20,2026-03-20 09:00,CAR-013,Meridian Movers,10,D,small,6,27,PO-544229,expedited
APT-000975,2026-03-20,2026-03-20 11:30,CAR-020,Titan Transport,6,B,medium,23,50,PO-735224,expedited
APT-000976,2026-03-20,2026-03-20 13:45,CAR-019,Summit Logistics,3,D,large,28,55,PO-457228,standard
APT-000977,2026-03-20,2026-03-20 19:00,CAR-010,Juno Carriers,1,A,medium,19,46,PO-858213,expedited
APT-000978,2026-03-20,2026-03-20 21:00,CAR-006,Freightliner Prime,4,D,medium,17,57,PO-103682,expedited
APT-000979,2026-03-20,2026-03-20 13:00,CAR-027,Atlas Logistics,4,D,large,33,55,PO-395495,hot
APT-000980,2026-03-20,2026-03-20 16:45,CAR-021,UnionLine Co,10,C,small,8,25,PO-574100,standard
APT-000981,2026-03-20,2026-03-20 12:30,CAR-018,Ridgeline Shipping,2,C,small,4,36,PO-333957,standard
APT-000982,2026-03-20,2026-03-20 09:30,CAR-004,Delta Haulers,5,C,medium,24,61,PO-440107,standard
APT-000983,2026-03-20,2026-03-20 11:15,CAR-013,Meridian Movers,5,B,large,38,73,PO-889089,standard
APT-000984,2026-03-20,2026-03-20 10:30,CAR-001,Apex Freight,10,C,medium,18,41,PO-675803,hot
APT-000985,2026-03-20,2026-03-20 12:00,CAR-004,Delta Haulers,4,A,small,7,38,PO-988117,standard
APT-000986,2026-03-21,2026-03-21 10:30,CAR-018,Ridgeline Shipping,9,A,small,5,31,PO-893163,standard
APT-000987,2026-03-21,2026-03-21 10:30,CAR-017,Quantum Freight,9,C,medium,19,57,PO-732569,expedited
APT-000988,2026-03-21,2026-03-21 14:00,CAR-010,Juno Carriers,7,B,medium,18,52,PO-670315,expedited
APT-000989,2026-03-21,2026-03-21 07:30,CAR-025,Yukon Haulers,8,B,medium,18,37,PO-374640,standard
APT-000990,2026-03-21,2026-03-21 11:30,CAR-011,Keystone Transit,9,A,large,47,82,PO-154439,standard
APT-000991,2026-03-21,2026-03-21 14:00,CAR-010,Juno Carriers,9,B,medium,17,41,PO-113347,hot
APT-000992,2026-03-21,2026-03-21 11:30,CAR-016,Pacific Haul,6,C,medium,25,49,PO-195813,expedited
APT-000993,2026-03-21,2026-03-21 15:30,CAR-027,Atlas Logistics,9,D,large,51,80,PO-145849,standard
APT-000994,2026-03-21,2026-03-21 15:15,CAR-021,UnionLine Co,5,A,small,9,21,PO-648072,expedited
APT-000995,2026-03-21,2026-03-21 11:30,CAR-022,Vanguard Carriers,10,A,small,3,22,PO-421006,standard
APT-000996,2026-03-21,2026-03-21 10:45,CAR-020,Titan Transport,1,A,small,4,28,PO-581333,standard
APT-000997,2026-03-21,2026-03-21 10:00,CAR-016,Pacific Haul,6,C,large,28,74,PO-179783,expedited
APT-000998,2026-03-21,2026-03-21 08:45,CAR-008,Horizon Logistics,9,B,small,8,31,PO-523373,expedited
APT-000999,2026-03-21,2026-03-21 13:00,CAR-005,Eastern Express,1,B,medium,18,35,PO-497527,standard
APT-001000,2026-03-22,2026-03-22 18:15,CAR-013,Meridian Movers,1,B,small,4,30,PO-847570,expedited
APT-001001,2026-03-22,2026-03-22 19:00,CAR-015,Omega Transport,5,A,medium,18,42,PO-422479,standard
APT-001002,2026-03-22,2026-03-22 15:00,CAR-030,Drift Logistics,1,A,large,29,92,PO-438475,standard
APT-001003,2026-03-22,2026-03-22 07:45,CAR-015,Omega Transport,5,B,medium,22,37,PO-799292,standard
APT-001004,2026-03-23,2026-03-23 11:45,CAR-016,Pacific Haul,9,A,small,7,23,PO-840655,standard
APT-001005,2026-03-23,2026-03-23 13:00,CAR-023,Western Freight,1,B,small,8,20,PO-917214,standard
APT-001006,2026-03-23,2026-03-23 15:15,CAR-004,Delta Haulers,6,B,large,43,78,PO-963276,standard
APT-001007,2026-03-23,2026-03-23 09:00,CAR-024,Xenith Shipping,8,B,small,3,26,PO-431969,standard
APT-001008,2026-03-23,2026-03-23 09:30,CAR-016,Pacific Haul,5,B,large,29,55,PO-745937,hot
APT-001009,2026-03-23,2026-03-23 13:15,CAR-026,Zenith Transit,4,C,large,37,91,PO-773770,standard
APT-001010,2026-03-23,2026-03-23 13:15,CAR-021,UnionLine Co,1,D,medium,23,36,PO-536603,standard
APT-001011,2026-03-23,2026-03-23 08:00,CAR-025,Yukon Haulers,5,B,medium,22,55,PO-266727,expedited
APT-001012,2026-03-23,2026-03-23 11:00,CAR-010,Juno Carriers,9,C,medium,26,56,PO-931317,hot
APT-001013,2026-03-23,2026-03-23 15:00,CAR-014,Northstar Logistics,9,B,large,40,82,PO-660809,standard
APT-001014,2026-03-23,2026-03-23 14:30,CAR-019,Summit Logistics,9,A,large,30,63,PO-472453,hot
APT-001015,2026-03-23,2026-03-23 12:00,CAR-003,Coastal Transit Co,4,D,large,37,80,PO-879484,expedited
APT-001016,2026-03-23,2026-03-23 11:15,CAR-009,Ironside Shipping,6,A,medium,11,44,PO-408727,standard
APT-001017,2026-03-23,2026-03-23 06:00,CAR-023,Western Freight,4,A,large,40,60,PO-708177,standard
APT-001018,2026-03-23,2026-03-23 16:45,CAR-019,Summit Logistics,8,B,large,46,59,PO-915800,hot
APT-001019,2026-03-23,2026-03-23 11:30,CAR-022,Vanguard Carriers,4,D,large,52,96,PO-723237,expedited
APT-001020,2026-03-23,2026-03-23 16:00,CAR-022,Vanguard Carriers,8,A,medium,20,60,PO-890755,standard
APT-001021,2026-03-23,2026-03-23 13:00,CAR-018,Ridgeline Shipping,4,B,medium,12,39,PO-527653,hot
APT-001022,2026-03-23,2026-03-23 10:45,CAR-028,Beacon Express,5,B,large,27,66,PO-402571,expedited
APT-001023,2026-03-23,2026-03-23 11:30,CAR-028,Beacon Express,3,D,large,38,93,PO-945802,expedited
APT-001024,2026-03-23,2026-03-23 14:45,CAR-027,Atlas Logistics,7,C,large,39,59,PO-627390,standard
APT-001025,2026-03-23,2026-03-23 09:30,CAR-015,Omega Transport,10,B,large,49,86,PO-427494,standard
APT-001026,2026-03-23,2026-03-23 08:45,CAR-025,Yukon Haulers,10,D,large,34,92,PO-618591,expedited
APT-001027,2026-03-23,2026-03-23 16:30,CAR-023,Western Freight,2,C,medium,22,58,PO-528245,standard
APT-001028,2026-03-24,2026-03-24 16:15,CAR-021,UnionLine Co,8,A,small,6,40,PO-983135,standard
APT-001029,2026-03-24,2026-03-24 20:30,CAR-011,Keystone Transit,2,D,large,36,61,PO-823829,expedited
APT-001030,2026-03-24,2026-03-24 14:30,CAR-009,Ironside Shipping,1,A,medium,11,41,PO-679155,standard
APT-001031,2026-03-24,2026-03-24 14:15,CAR-025,Yukon Haulers,3,B,medium,20,40,PO-583751,expedited
APT-001032,2026-03-24,2026-03-24 11:45,CAR-029,Crest Transport,4,A,small,5,35,PO-725983,standard
APT-001033,2026-03-24,2026-03-24 08:30,CAR-023,Western Freight,2,C,medium,20,58,PO-105853,expedited
APT-001034,2026-03-24,2026-03-24 12:30,CAR-026,Zenith Transit,7,A,medium,11,37,PO-348081,hot
APT-001035,2026-03-24,2026-03-24 09:15,CAR-019,Summit Logistics,8,C,small,8,38,PO-246316,standard
APT-001036,2026-03-24,2026-03-24 12:00,CAR-023,Western Freight,5,C,small,10,23,PO-911610,standard
APT-001037,2026-03-24,2026-03-24 19:15,CAR-027,Atlas Logistics,5,D,medium,16,42,PO-870399,standard
APT-001038,2026-03-24,2026-03-24 19:00,CAR-030,Drift Logistics,3,C,medium,24,63,PO-826840,hot
APT-001039,2026-03-24,2026-03-24 09:45,CAR-029,Crest Transport,9,D,medium,23,38,PO-355938,standard
APT-001040,2026-03-24,2026-03-24 17:30,CAR-019,Summit Logistics,5,A,large,39,58,PO-270966,expedited
APT-001041,2026-03-24,2026-03-24 15:30,CAR-001,Apex Freight,6,B,large,34,92,PO-390655,hot
APT-001042,2026-03-24,2026-03-24 10:30,CAR-026,Zenith Transit,6,B,large,36,68,PO-977347,standard
APT-001043,2026-03-24,2026-03-24 12:15,CAR-019,Summit Logistics,4,D,medium,16,51,PO-108156,expedited
APT-001044,2026-03-24,2026-03-24 11:15,CAR-030,Drift Logistics,3,A,small,10,33,PO-171437,hot
APT-001045,2026-03-24,2026-03-24 18:00,CAR-002,Blue Ridge Logistics,10,A,small,3,24,PO-723691,hot
APT-001046,2026-03-24,2026-03-24 14:15,CAR-012,Lodestar Freight,5,D,medium,19,57,PO-117219,expedited
APT-001047,2026-03-24,2026-03-24 10:30,CAR-023,Western Freight,8,B,small,5,35,PO-958100,standard
APT-001048,2026-03-24,2026-03-24 11:30,CAR-025,Yukon Haulers,8,C,small,7,20,PO-988236,expedited
APT-001049,2026-03-25,2026-03-25 08:45,CAR-022,Vanguard Carriers,6,A,medium,12,37,PO-500468,standard
APT-001050,2026-03-25,2026-03-25 19:15,CAR-012,Lodestar Freight,10,C,large,48,73,PO-741773,standard
APT-001051,2026-03-25,2026-03-25 09:00,CAR-006,Freightliner Prime,9,A,large,50,76,PO-939677,hot
APT-001052,2026-03-25,2026-03-25 13:15,CAR-010,Juno Carriers,9,A,medium,20,39,PO-412826,standard
APT-001053,2026-03-25,2026-03-25 09:45,CAR-027,Atlas Logistics,9,D,small,4,36,PO-195953,expedited
APT-001054,2026-03-25,2026-03-25 10:30,CAR-008,Horizon Logistics,5,A,small,6,35,PO-685184,standard
APT-001055,2026-03-25,2026-03-25 12:45,CAR-005,Eastern Express,3,A,medium,16,40,PO-841514,standard
APT-001056,2026-03-25,2026-03-25 14:15,CAR-018,Ridgeline Shipping,10,D,medium,20,49,PO-218649,expedited
APT-001057,2026-03-25,2026-03-25 17:00,CAR-007,Global Supply Inc,9,B,medium,11,56,PO-754252,hot
APT-001058,2026-03-25,2026-03-25 14:00,CAR-022,Vanguard Carriers,5,B,medium,18,47,PO-294487,standard
APT-001059,2026-03-25,2026-03-25 11:15,CAR-019,Summit Logistics,3,C,medium,13,49,PO-835849,standard
APT-001060,2026-03-25,2026-03-25 14:15,CAR-016,Pacific Haul,7,A,small,5,32,PO-806818,standard
APT-001061,2026-03-25,2026-03-25 09:30,CAR-017,Quantum Freight,1,A,medium,14,62,PO-659476,standard
APT-001062,2026-03-25,2026-03-25 21:15,CAR-010,Juno Carriers,7,D,medium,20,57,PO-721409,expedited
APT-001063,2026-03-25,2026-03-25 07:15,CAR-029,Crest Transport,3,B,medium,14,35,PO-323932,standard
APT-001064,2026-03-25,2026-03-25 11:15,CAR-023,Western Freight,6,C,large,46,70,PO-292284,expedited
APT-001065,2026-03-25,2026-03-25 09:30,CAR-003,Coastal Transit Co,1,B,small,1,31,PO-427423,hot
APT-001066,2026-03-25,2026-03-25 12:45,CAR-029,Crest Transport,6,C,small,6,37,PO-765990,standard
APT-001067,2026-03-25,2026-03-25 09:45,CAR-002,Blue Ridge Logistics,5,C,large,43,65,PO-129127,standard
APT-001068,2026-03-25,2026-03-25 08:00,CAR-007,Global Supply Inc,4,C,small,7,38,PO-497878,standard
APT-001069,2026-03-25,2026-03-25 09:45,CAR-002,Blue Ridge Logistics,10,D,small,2,35,PO-850818,standard
APT-001070,2026-03-25,2026-03-25 17:00,CAR-002,Blue Ridge Logistics,4,A,large,37,76,PO-780854,standard
APT-001071,2026-03-25,2026-03-25 11:15,CAR-002,Blue Ridge Logistics,4,A,small,2,39,PO-341339,standard
APT-001072,2026-03-25,2026-03-25 06:45,CAR-011,Keystone Transit,3,D,medium,21,64,PO-371422,standard
APT-001073,2026-03-26,2026-03-26 14:00,CAR-004,Delta Haulers,5,B,large,27,81,PO-457445,standard
APT-001074,2026-03-26,2026-03-26 14:00,CAR-025,Yukon Haulers,4,A,medium,16,64,PO-979342,standard
APT-001075,2026-03-26,2026-03-26 11:45,CAR-030,Drift Logistics,5,A,medium,20,42,PO-679597,expedited
APT-001076,2026-03-26,2026-03-26 09:30,CAR-018,Ridgeline Shipping,8,B,large,30,94,PO-743461,standard
APT-001077,2026-03-26,2026-03-26 17:30,CAR-009,Ironside Shipping,6,A,medium,21,38,PO-644103,standard
APT-001078,2026-03-26,2026-03-26 20:00,CAR-025,Yukon Haulers,9,B,small,9,33,PO-799002,hot
APT-001079,2026-03-26,2026-03-26 11:45,CAR-021,UnionLine Co,9,B,large,33,88,PO-902789,standard
APT-001080,2026-03-26,2026-03-26 10:00,CAR-003,Coastal Transit Co,6,B,large,40,80,PO-372990,standard
APT-001081,2026-03-26,2026-03-26 10:00,CAR-012,Lodestar Freight,7,B,small,2,25,PO-203928,expedited
APT-001082,2026-03-26,2026-03-26 10:30,CAR-011,Keystone Transit,8,A,large,31,78,PO-793091,standard
APT-001083,2026-03-26,2026-03-26 08:30,CAR-010,Juno Carriers,1,D,small,6,40,PO-256790,standard
APT-001084,2026-03-26,2026-03-26 17:30,CAR-023,Western Freight,1,B,small,1,23,PO-888531,hot
APT-001085,2026-03-26,2026-03-26 21:15,CAR-015,Omega Transport,5,A,medium,12,35,PO-355242,standard
APT-001086,2026-03-26,2026-03-26 07:15,CAR-023,Western Freight,10,B,small,5,25,PO-353394,standard
APT-001087,2026-03-26,2026-03-26 07:00,CAR-011,Keystone Transit,1,A,medium,22,40,PO-364970,standard
APT-001088,2026-03-26,2026-03-26 06:00,CAR-024,Xenith Shipping,1,A,large,39,56,PO-961770,standard
APT-001089,2026-03-26,2026-03-26 08:00,CAR-020,Titan Transport,1,B,large,48,89,PO-154425,expedited
APT-001090,2026-03-26,2026-03-26 10:45,CAR-021,UnionLine Co,1,B,medium,15,42,PO-607297,standard
APT-001091,2026-03-26,2026-03-26 11:15,CAR-026,Zenith Transit,5,A,small,8,24,PO-686483,standard
APT-001092,2026-03-26,2026-03-26 19:00,CAR-017,Quantum Freight,3,D,small,5,39,PO-878766,standard
APT-001093,2026-03-26,2026-03-26 09:15,CAR-027,Atlas Logistics,10,B,small,5,35,PO-298675,expedited
APT-001094,2026-03-26,2026-03-26 11:00,CAR-019,Summit Logistics,3,C,small,6,34,PO-462761,standard
APT-001095,2026-03-26,2026-03-26 18:15,CAR-004,Delta Haulers,8,C,medium,12,45,PO-902474,standard
APT-001096,2026-03-26,2026-03-26 14:30,CAR-016,Pacific Haul,5,C,small,3,35,PO-768273,standard
APT-001097,2026-03-27,2026-03-27 12:00,CAR-024,Xenith Shipping,8,D,small,6,37,PO-614230,standard
APT-001098,2026-03-27,2026-03-27 09:30,CAR-002,Blue Ridge Logistics,10,B,medium,17,50,PO-462620,hot
APT-001099,2026-03-27,2026-03-27 10:45,CAR-003,Coastal Transit Co,7,A,medium,13,55,PO-326728,hot
APT-001100,2026-03-27,2026-03-27 07:15,CAR-030,Drift Logistics,1,A,small,5,33,PO-454814,standard
APT-001101,2026-03-27,2026-03-27 11:15,CAR-026,Zenith Transit,6,A,large,48,68,PO-601610,expedited
APT-001102,2026-03-27,2026-03-27 21:30,CAR-008,Horizon Logistics,1,B,small,6,31,PO-377906,hot
APT-001103,2026-03-27,2026-03-27 09:15,CAR-019,Summit Logistics,5,A,large,33,91,PO-887825,expedited
APT-001104,2026-03-27,2026-03-27 13:45,CAR-030,Drift Logistics,3,A,medium,18,38,PO-484067,standard
APT-001105,2026-03-27,2026-03-27 07:45,CAR-011,Keystone Transit,1,A,small,8,23,PO-129314,hot
APT-001106,2026-03-27,2026-03-27 10:45,CAR-024,Xenith Shipping,6,B,large,36,66,PO-370775,standard
APT-001107,2026-03-27,2026-03-27 11:00,CAR-022,Vanguard Carriers,5,B,medium,23,54,PO-280278,standard
APT-001108,2026-03-27,2026-03-27 13:00,CAR-019,Summit Logistics,3,C,small,9,20,PO-223718,expedited
APT-001109,2026-03-27,2026-03-27 18:45,CAR-023,Western Freight,9,B,large,38,59,PO-426193,standard
APT-001110,2026-03-27,2026-03-27 09:15,CAR-015,Omega Transport,2,D,large,49,63,PO-738472,hot
APT-001111,2026-03-27,2026-03-27 19:00,CAR-006,Freightliner Prime,7,C,large,29,72,PO-274244,hot
APT-001112,2026-03-27,2026-03-27 19:00,CAR-022,Vanguard Carriers,6,A,small,5,23,PO-760007,standard
APT-001113,2026-03-27,2026-03-27 10:15,CAR-004,Delta Haulers,4,B,large,49,81,PO-914093,standard
APT-001114,2026-03-27,2026-03-27 10:15,CAR-018,Ridgeline Shipping,6,B,large,32,97,PO-182184,standard
APT-001115,2026-03-27,2026-03-27 20:30,CAR-024,Xenith Shipping,8,D,small,7,30,PO-643865,expedited
APT-001116,2026-03-27,2026-03-27 11:15,CAR-012,Lodestar Freight,7,A,medium,23,47,PO-689334,standard
APT-001117,2026-03-27,2026-03-27 11:45,CAR-017,Quantum Freight,5,A,medium,15,48,PO-582555,standard
APT-001118,2026-03-27,2026-03-27 13:00,CAR-012,Lodestar Freight,6,B,small,9,33,PO-429423,standard
APT-001119,2026-03-27,2026-03-27 08:45,CAR-020,Titan Transport,7,D,small,3,20,PO-955897,standard
APT-001120,2026-03-27,2026-03-27 17:15,CAR-012,Lodestar Freight,2,C,small,2,33,PO-376871,expedited
APT-001121,2026-03-28,2026-03-28 10:30,CAR-011,Keystone Transit,3,B,large,39,84,PO-378037,standard
APT-001122,2026-03-28,2026-03-28 10:45,CAR-017,Quantum Freight,3,A,large,48,96,PO-760959,expedited
APT-001123,2026-03-28,2026-03-28 17:15,CAR-018,Ridgeline Shipping,8,D,large,51,69,PO-465627,expedited
APT-001124,2026-03-28,2026-03-28 06:30,CAR-028,Beacon Express,2,B,medium,18,53,PO-812152,standard
APT-001125,2026-03-28,2026-03-28 08:15,CAR-012,Lodestar Freight,10,B,large,52,68,PO-712368,standard
APT-001126,2026-03-28,2026-03-28 14:30,CAR-029,Crest Transport,7,B,medium,18,38,PO-503395,expedited
APT-001127,2026-03-28,2026-03-28 19:00,CAR-009,Ironside Shipping,4,D,medium,16,38,PO-430579,standard
APT-001128,2026-03-28,2026-03-28 12:45,CAR-015,Omega Transport,1,B,medium,11,44,PO-981153,standard
APT-001129,2026-03-28,2026-03-28 13:45,CAR-026,Zenith Transit,10,A,medium,13,52,PO-401210,expedited
APT-001130,2026-03-28,2026-03-28 11:00,CAR-016,Pacific Haul,9,B,medium,21,60,PO-566897,expedited
APT-001131,2026-03-28,2026-03-28 20:30,CAR-028,Beacon Express,8,C,large,42,81,PO-379256,standard
APT-001132,2026-03-28,2026-03-28 11:45,CAR-017,Quantum Freight,1,A,large,35,76,PO-711768,standard
APT-001133,2026-03-29,2026-03-29 20:45,CAR-009,Ironside Shipping,7,A,medium,20,47,PO-127140,standard
APT-001134,2026-03-29,2026-03-29 11:15,CAR-025,Yukon Haulers,8,B,large,40,99,PO-645318,expedited
APT-001135,2026-03-29,2026-03-29 14:15,CAR-024,Xenith Shipping,10,D,medium,15,37,PO-338048,standard
APT-001136,2026-03-29,2026-03-29 11:15,CAR-012,Lodestar Freight,1,A,small,2,34,PO-504511,standard
APT-001137,2026-03-29,2026-03-29 10:00,CAR-025,Yukon Haulers,5,A,large,33,65,PO-976071,hot
APT-001138,2026-03-29,2026-03-29 10:00,CAR-012,Lodestar Freight,9,B,small,10,34,PO-319856,standard
APT-001139,2026-03-29,2026-03-29 14:00,CAR-014,Northstar Logistics,10,A,small,5,20,PO-329476,standard
APT-001140,2026-03-30,2026-03-30 09:45,CAR-030,Drift Logistics,2,B,small,3,37,PO-115750,standard
APT-001141,2026-03-30,2026-03-30 20:30,CAR-027,Atlas Logistics,6,C,medium,16,37,PO-603720,standard
APT-001142,2026-03-30,2026-03-30 08:15,CAR-026,Zenith Transit,4,D,large,33,97,PO-267878,expedited
APT-001143,2026-03-30,2026-03-30 14:00,CAR-009,Ironside Shipping,10,A,medium,20,35,PO-971249,standard
APT-001144,2026-03-30,2026-03-30 12:00,CAR-005,Eastern Express,9,B,small,9,35,PO-807766,expedited
APT-001145,2026-03-30,2026-03-30 16:00,CAR-007,Global Supply Inc,10,D,small,7,32,PO-598426,standard
APT-001146,2026-03-30,2026-03-30 08:45,CAR-015,Omega Transport,7,A,medium,24,58,PO-446531,standard
APT-001147,2026-03-30,2026-03-30 15:45,CAR-008,Horizon Logistics,1,C,medium,15,54,PO-559378,standard
APT-001148,2026-03-30,2026-03-30 08:45,CAR-011,Keystone Transit,10,A,small,1,37,PO-254427,expedited
APT-001149,2026-03-30,2026-03-30 09:45,CAR-010,Juno Carriers,3,A,large,35,86,PO-768880,standard
APT-001150,2026-03-30,2026-03-30 10:00,CAR-016,Pacific Haul,3,A,large,39,94,PO-322620,expedited
APT-001151,2026-03-30,2026-03-30 07:00,CAR-012,Lodestar Freight,3,C,large,31,69,PO-128144,standard
APT-001152,2026-03-30,2026-03-30 07:15,CAR-001,Apex Freight,3,B,large,51,86,PO-119284,expedited
APT-001153,2026-03-30,2026-03-30 15:45,CAR-002,Blue Ridge Logistics,8,B,medium,13,56,PO-541811,hot
APT-001154,2026-03-30,2026-03-30 11:00,CAR-009,Ironside Shipping,5,C,small,2,33,PO-407906,standard
APT-001155,2026-03-30,2026-03-30 11:15,CAR-013,Meridian Movers,9,B,small,2,25,PO-854120,hot
APT-001156,2026-03-30,2026-03-30 09:45,CAR-026,Zenith Transit,2,B,medium,13,51,PO-208464,expedited
APT-001157,2026-03-30,2026-03-30 10:30,CAR-014,Northstar Logistics,3,D,small,2,39,PO-273600,standard
APT-001158,2026-03-30,2026-03-30 12:00,CAR-022,Vanguard Carriers,6,C,small,1,32,PO-788907,standard
APT-001159,2026-03-30,2026-03-30 07:45,CAR-002,Blue Ridge Logistics,7,A,medium,15,52,PO-212762,standard
APT-001160,2026-03-30,2026-03-30 07:15,CAR-023,Western Freight,10,A,small,5,32,PO-339847,standard
APT-001161,2026-03-30,2026-03-30 07:30,CAR-013,Meridian Movers,10,D,large,30,91,PO-117486,expedited
APT-001162,2026-03-31,2026-03-31 10:45,CAR-028,Beacon Express,6,D,small,5,20,PO-578091,standard
APT-001163,2026-03-31,2026-03-31 12:30,CAR-018,Ridgeline Shipping,1,D,large,47,74,PO-374829,standard
APT-001164,2026-03-31,2026-03-31 11:15,CAR-022,Vanguard Carriers,6,D,large,41,93,PO-783462,expedited
APT-001165,2026-03-31,2026-03-31 19:00,CAR-008,Horizon Logistics,9,B,large,35,97,PO-382030,expedited
APT-001166,2026-03-31,2026-03-31 16:45,CAR-022,Vanguard Carriers,5,B,large,40,84,PO-569419,hot
APT-001167,2026-03-31,2026-03-31 17:45,CAR-026,Zenith Transit,9,A,small,6,40,PO-774327,standard
APT-001168,2026-03-31,2026-03-31 11:45,CAR-012,Lodestar Freight,9,C,medium,22,53,PO-962897,standard
APT-001169,2026-03-31,2026-03-31 08:30,CAR-007,Global Supply Inc,1,C,medium,26,65,PO-926359,standard
APT-001170,2026-03-31,2026-03-31 12:00,CAR-029,Crest Transport,10,A,small,8,20,PO-400237,standard
APT-001171,2026-03-31,2026-03-31 21:00,CAR-013,Meridian Movers,6,B,medium,21,38,PO-975170,standard
APT-001172,2026-03-31,2026-03-31 07:15,CAR-013,Meridian Movers,6,A,small,7,31,PO-890595,expedited
APT-001173,2026-03-31,2026-03-31 21:15,CAR-026,Zenith Transit,5,B,large,44,70,PO-196155,expedited
APT-001174,2026-03-31,2026-03-31 08:45,CAR-028,Beacon Express,2,D,large,48,57,PO-369935,hot
APT-001175,2026-03-31,2026-03-31 10:00,CAR-020,Titan Transport,2,D,large,46,83,PO-148941,expedited
